SLC4A1,ALOX5,DDX11,NRXN3,CD44,KITLG,ASPM,STAG3,FCGR2B,GLI2,ARHGAP15,SPAG5,ICAM1,APOL1,CORO1A,CD33,ZNF85,NSUN5P2,BMPR1A,AREG,VNN2,KLHL24,VIPR1,LCT,LEPR,NEK2,PCDHB14,KIF18A,RIBC2,APOE,FXYD2,CELSR2,AFF3,GZMA,SCML4,NLGN4X,TMEM236,FCGR1A,DIXDC1,SEC24D,CD96,MSI2,GRAP,OBSCN,AGAP1,NCF1,DDR2,FCGR3B,KIF26B,EBF1,GALNT10,DEFA4,GKAP1,NCF1C,JAM3,PRKCB,AR,RNASE3,HIC2,MYO7B,GYPA,CD8B,CSPG4,NCKAP5,TIGIT,NCF1B,GTF2H2C,FMNL1,RGPD2,PRAME,PCDHB13,FAM72B,GRAPL,FAM72A,ZNF138,ARHGAP11A,FCGR3A,MICA,LILRB3,HCP5,SNORA12,DDX12P,FAM72D,RPL23AP53,HAR1A,ZNF492,FCGR2C,GYPB,ZNF850,Cell_type
0.6091784,2.0353396,1.7244339,0.7261264,2.1427228,0.08534012,2.424238,1.9969192,0.4306525,0.021078715,2.142419,1.9904486,1.0429122,1.1212978,2.3164182,0.2963404,1.5791966,0.8858988,0.20734344,0.20117342,1.3014671,2.3510032,0.37751728,0.2554801,0.7096469,1.512649,0.20189346,1.620944,0.7353286,0.59293705,0.20606941,1.2668779,2.3582523,1.3324571,1.74803,0.1519284,0.9081,0.34545675,0.6249296,1.3704833,1.9373137,2.7518287,1.5813761,1.467898,0.38888496,1.4260756,0.0870107,0.44011047,0.6848935,2.5837586,1.4150249,1.077185,1.2270151,1.0894774,0.3555552,2.702738,0.05876726,0.4310781,1.3591844,1.2744284,0.34428656,1.2082366,0.10116183,0.49901104,1.0248502,1.1039776,0.5218237,1.7759888,0.12353489,0.24233282,0.16991493,0.9728955,0.41929027,1.0333738,1.5861455,2.111436,1.455251,1.0707618,0.30937696,2.015219,0.23225579,1.1402923,0.73567355,1.0069869,0.42068097,0.5513479,0.28419098,0.1254165,1.2827258,B
1.065763,1.6805196,1.7513287,0.73758996,2.27852,-0.0027805923,2.3179479,2.005584,0.4435379,-0.0046779206,2.0719903,2.0279715,1.0640819,1.0158664,2.2716694,0.3287646,1.657149,0.8913248,0.14213033,0.23063414,0.91592544,2.3566449,0.5410517,0.45874748,0.74895084,1.395935,0.3487528,1.5139303,0.628321,0.4580781,0.18901366,1.3802363,2.1971474,0.83306825,1.6512306,0.06580237,0.9913079,0.17015763,0.43988842,1.3757745,2.1538453,2.6661754,1.5863451,1.5388296,0.22995569,1.1574949,0.06414514,0.3234623,0.9554657,2.4250174,1.579567,0.79260963,1.2889862,0.8681538,0.44873163,2.701974,-0.019448355,0.42350352,1.397825,1.1402869,0.54669636,0.7877061,0.13681129,0.71687895,0.6359574,0.8365389,0.42903164,1.9788221,0.10123928,0.42639455,0.31680444,0.7991878,0.39095145,0.764614,1.574456,2.038841,1.2230796,0.96719116,0.4395976,1.9160997,0.32424548,1.2419,0.53134847,1.0184288,0.46315107,0.4448468,0.34779945,0.24144188,1.2945856,B
0.9729192,1.9234177,1.8168772,0.58867794,2.5568554,-0.0071673747,2.280978,1.6752288,0.42135257,0.010226064,2.0833724,1.9813405,1.1594266,1.089354,2.4143898,0.3896359,1.4793439,0.8717899,0.26737833,0.2325457,0.98126155,2.4025779,0.36740777,0.36029825,0.7457695,1.29421,0.24471466,1.5479243,0.54125917,0.48403254,0.42493054,1.4417927,2.3682232,0.9877123,1.4424766,0.095755704,0.9879641,0.33442748,0.44237593,1.4122293,2.050367,2.7445164,1.53276,1.6960506,0.18644507,1.395498,0.099971,0.65362763,0.7164792,2.4932334,1.6462853,1.0746787,1.2602216,1.0177934,0.4494589,2.7485611,0.026918516,0.624321,1.4082097,1.4058233,0.50287056,0.83280224,0.09945876,0.59883434,0.71441823,1.0395355,0.5662457,2.2340505,0.2227113,0.4362508,0.1487776,0.7438513,0.40890074,0.6001134,1.4433526,2.008976,1.5135568,0.9976005,0.6105208,1.6047624,0.21209377,1.2591579,0.25098184,1.0323744,0.211205,0.67764205,0.53335905,0.20368306,1.3206811,B
0.82406276,2.0054104,1.738291,0.713094,2.2740064,0.0023142153,2.370043,1.8150053,0.30146682,-0.008236497,2.0295725,2.0923326,1.1503731,0.9299036,2.3254964,0.2987973,1.6092736,0.83791083,0.11727047,0.21636687,1.0119847,2.4277267,0.38867256,0.25217074,0.65856016,1.4702783,0.5425835,1.6536303,0.5947474,0.4019272,0.30802417,1.3891844,2.3619118,0.97635823,1.4605824,-0.056976996,0.68054724,0.14858678,0.46099484,1.3830905,1.5693485,2.7018306,1.534901,1.5271953,0.1563477,1.3151538,0.06680906,0.22156966,0.5036045,2.5531967,1.6132169,0.8947916,1.2778269,0.9259527,0.22551888,2.788305,0.013383315,0.4484642,1.3108687,1.1595865,0.4908446,0.67717904,-0.0037636096,0.79964787,0.66415876,0.8647532,0.5958216,1.9214138,0.16412929,0.283699,0.4016763,0.892806,0.44866046,0.94506955,1.5750135,2.0568295,1.2144188,1.1060569,0.30926147,2.0299687,0.16944402,1.1781161,0.5813961,1.0108516,0.15514728,0.9294974,0.4173837,0.21637434,1.387308,B
1.4390768,1.4632819,1.6421044,0.7344792,2.3122852,0.033339716,2.1322703,2.1623487,0.45038477,-0.040546693,2.0565348,1.9491023,1.1177318,1.1278707,2.2886164,0.22093442,1.5775087,1.0238943,0.170419,0.2970472,0.92154765,2.4208403,0.39218506,0.30659175,0.8580773,1.2234557,0.0868618,1.367208,0.5353558,0.49768925,0.3848192,1.2257057,2.210318,1.04056,1.6851063,0.1430287,0.564874,0.286344,0.32315746,1.2738227,2.3139415,2.7584271,1.593873,1.6280601,0.3422714,1.1653744,0.11052697,0.5840499,0.7524209,2.4156623,1.6837025,0.6708376,1.2781221,0.82409495,0.4779704,2.737341,-0.07916319,0.40081635,1.3962314,1.2200819,0.6712175,0.90809333,0.12746523,0.9724613,0.7432891,0.8025848,0.4011228,2.1266344,0.05240726,0.50461507,0.12415346,0.64516413,0.3428679,0.6059702,1.4930801,1.8858999,1.480031,0.90763843,0.4921626,1.9139973,0.42060256,1.1991137,0.3595276,0.9559208,0.6316669,0.6177093,0.46441814,0.348211,1.2869272,B
1.3002131,1.7519281,1.6483288,0.7473383,2.3177724,0.0051336195,2.2136688,2.0862596,0.41826823,-0.01584131,2.0454106,1.9510162,1.0859591,1.03216,2.329221,0.26639315,1.6157829,0.8765291,0.13310443,0.3330256,0.8997005,2.4049149,0.45927805,0.41290212,0.74660164,1.2995908,0.27570698,1.4443921,0.6075415,0.394356,0.2968922,1.3700175,2.1934931,0.9277644,1.6692415,0.058179714,0.98643047,0.18327987,0.33990154,1.3552501,2.0767355,2.696795,1.5840596,1.5151823,0.26223856,1.068462,0.058941893,0.43723872,0.88011116,2.3711352,1.6054285,0.882316,1.2298778,0.723751,0.45421523,2.7261388,-0.09148744,0.46307194,1.4229136,1.1774352,0.59927887,0.7875924,0.09610196,0.5869322,0.6762117,0.6944732,0.45920056,2.043639,0.020272268,0.44430506,0.25044093,0.69721454,0.3708221,0.69833064,1.5185844,1.9428041,1.4309158,0.9237873,0.46755168,1.9556456,0.36362866,1.1699151,0.4372889,1.0133308,0.4919772,0.42160866,0.39620656,0.25073183,1.2431192,B
0.8950078,1.7655107,1.769116,0.7122319,2.4325404,0.05351087,2.1837473,1.8652904,0.5440081,0.0048739696,2.0517094,1.9258295,1.2498564,1.1030854,2.4179904,0.42579564,1.4720141,0.974133,0.2254321,0.31231555,1.1075717,2.2888453,0.59865564,0.2964009,0.87134856,1.3342706,0.25661552,1.4451041,0.5671502,0.48228434,0.20597288,1.4203798,2.3134978,1.1950059,1.602148,0.06158159,0.6177288,0.39195076,0.55440265,1.4031876,2.1010745,2.6611784,1.5785502,1.6961654,0.5120897,1.3827971,0.13028978,0.5019795,0.7897673,2.3302846,1.6853144,0.78364253,1.1905619,1.0253894,0.44242442,2.6366858,0.0013467825,0.45018014,1.3569194,1.3923879,0.4526889,0.88302016,0.16747962,0.7990145,0.8094275,0.94674724,0.45884997,2.081072,0.16315755,0.38824356,0.19231999,0.7936411,0.42871365,0.7010658,1.4489626,1.9442005,1.5754068,0.96025443,0.61822355,1.9530039,0.38418147,1.2297672,0.4681903,0.9839352,0.47975552,0.6322972,0.49950412,0.22163437,1.2863337,B
1.0089759,1.7836777,1.7467372,0.59318763,2.3600433,0.031516235,2.161003,1.9234873,0.5811262,0.0332039,2.0610409,1.9805396,1.1762494,1.0896301,2.4155972,0.28624287,1.4867458,0.9427991,0.18060684,0.32621968,1.0526984,2.3834126,0.44640216,0.23076898,0.86414826,1.274158,0.16561796,1.4117793,0.533397,0.47459674,0.4363836,1.4133606,2.3045359,1.1342149,1.6628302,0.14865535,0.3889918,0.39976016,0.4644243,1.3943083,2.1537392,2.6806672,1.6030241,1.7192894,0.40067565,1.4620137,0.09106398,0.59432614,0.70401835,2.3340187,1.7093483,0.7515017,1.2331767,1.0558847,0.5074764,2.768074,0.0035687096,0.45786354,1.3201765,1.4310917,0.53165674,0.9325336,0.1819735,1.0195328,0.80493206,0.9758127,0.40903744,2.169417,0.17944539,0.43133914,0.10958036,0.71469796,0.47169298,0.6556355,1.4280776,1.8917856,1.6376994,1.0114899,0.637042,1.7539513,0.4943473,1.2914747,0.36846772,0.8873427,0.472671,0.783224,0.5715335,0.2760577,1.2721968,B
1.0058982,1.727406,1.6651007,0.7995633,2.53472,0.032900684,2.3805213,1.8342391,0.28047383,-0.016737735,2.1066964,2.004394,1.0703183,1.0404909,2.301207,0.37952036,1.5956591,0.83795476,0.13446207,0.17455307,1.0331948,2.355014,0.54538685,0.47556332,0.7811712,1.3958745,0.38155589,1.5922339,0.6198662,0.56408006,0.07340824,1.3954811,2.254838,0.8619378,1.4428895,0.08396546,1.2143743,0.18534818,0.45820838,1.4033307,2.0836446,2.6766589,1.549251,1.3841869,0.22119386,1.083878,0.036891036,0.30296707,0.6908729,2.4158177,1.5485015,0.9538492,1.2101846,0.74868953,0.35952088,2.640889,0.027784556,0.43741992,1.4635568,1.0014232,0.4833898,0.702338,0.13973604,0.4652021,0.60854924,0.77246356,0.5338014,1.9872845,0.095449775,0.45232862,0.3362941,0.84846383,0.40830186,0.8630157,1.6086348,2.0575495,1.216609,0.91321087,0.35074124,1.8291973,0.18026441,1.1108527,0.5850165,1.0029998,0.41214842,0.20428815,0.2733041,0.16001312,1.3300174,B
0.959512,1.945651,1.7991381,0.60605603,2.5406587,0.0066182446,2.2161458,1.7090015,0.47940153,0.037251808,2.0766416,1.9341756,1.1289805,1.065687,2.3857658,0.44416764,1.4955766,0.9330725,0.18673985,0.31130162,1.0787965,2.3923018,0.3635969,0.32500374,0.8267267,1.2493066,0.27810457,1.479505,0.53922,0.4231698,0.34933785,1.3578368,2.3758698,1.0755707,1.3606112,0.19529083,0.78928256,0.43740985,0.4456053,1.3800557,1.9723012,2.7100842,1.5395368,1.705064,0.44395542,1.4455421,0.10661012,0.6650447,0.71247137,2.5185711,1.6236045,1.0153642,1.2495937,0.989854,0.43677652,2.7779772,0.12119155,0.55956835,1.3639472,1.4081337,0.49211967,0.8159568,0.14830545,0.75515723,0.73927766,1.0120934,0.49948466,2.2556438,0.24747553,0.42366907,0.18510488,0.71883607,0.3804628,0.5997859,1.4212549,1.9304712,1.6290314,1.0153306,0.6572769,1.54959,0.26288977,1.2966471,0.2529099,0.9903237,0.26595435,0.690652,0.6190344,0.15655069,1.2693052,B
1.3565028,1.9219561,1.72628,0.7939768,2.3727424,0.0010988171,2.2734573,1.9612002,0.41279247,0.027912972,2.0398579,1.9728019,1.080925,1.0588864,2.2906315,0.4387077,1.5581831,0.813613,0.13955724,0.28433162,0.90738887,2.4142363,0.5218089,0.5893742,0.7871839,1.2693814,0.34828904,1.4963182,0.5447005,0.3960371,0.2266512,1.4661529,2.198105,0.8737174,1.3699121,0.069745935,1.120418,0.22156776,0.38946873,1.3322582,1.942059,2.6636045,1.600918,1.5578285,0.21913935,1.0789773,0.04231701,0.475214,0.93222094,2.501058,1.5946164,1.1829854,1.236385,0.7052433,0.38003173,2.7791398,-0.039536476,0.5563564,1.448674,1.2570094,0.77230567,0.7228507,0.05059702,0.4120829,0.5935722,0.770066,0.47686273,2.1736562,0.12642525,0.47690284,0.31292266,0.69884026,0.43987006,0.67744356,1.4925615,1.985136,1.3489447,0.9721602,0.51134384,1.69711,0.33546984,1.2365819,0.41753885,1.0289432,0.30982408,0.42158893,0.4639899,0.2922077,1.300752,B
1.6622105,1.7352955,1.6584568,1.0390923,2.0883646,-0.019477425,2.186841,2.3587458,0.3973654,0.021805057,1.9834423,2.0525577,0.9260903,0.9935302,2.298648,0.23264602,1.6943074,0.93016255,0.07553491,0.17393357,0.84984255,2.3068156,0.53267956,0.42866898,0.67553264,1.3859924,0.3367311,1.4811682,0.7648045,0.3662891,0.33828682,1.3843739,2.1354768,0.89458364,1.7011325,0.12297646,0.87379307,0.11624305,0.3116302,1.360938,1.9374532,2.6647177,1.6396896,1.5447727,0.27296138,1.119516,0.019963184,0.29242104,0.960402,2.3522012,1.6515439,0.58433497,1.286793,0.77122045,0.48775932,2.7292428,-0.09497395,0.3857164,1.4032786,1.1908176,0.87084234,0.7222197,0.118653215,0.8897195,0.6271856,0.6791308,0.31917182,2.041133,0.098122,0.3134506,0.36386055,0.7731238,0.45407343,0.6603872,1.5575178,1.9426284,1.2419249,1.0003488,0.37656328,2.1666331,0.44596294,1.2529981,0.48635164,0.986659,0.6209771,0.70340776,0.3557101,0.49788883,1.3147081,B
1.1136123,1.7292702,1.7006935,0.92792434,2.2272375,-0.0049632024,2.3111744,2.022618,0.44029146,-0.035820767,2.1101177,2.0185566,0.85382634,1.032773,2.2660983,0.27426964,1.6580322,0.8973565,0.1728109,0.20888606,0.94425815,2.349052,0.4210526,0.43936926,0.68955135,1.4400584,0.3131299,1.5344446,0.7461694,0.3260436,0.14910302,1.3574648,2.2135475,0.83069766,1.6393375,0.13596183,1.2587873,0.1979428,0.35757488,1.3231157,2.0558858,2.7383125,1.5517536,1.5107532,0.23006965,1.1830935,0.056047715,0.40522566,1.1589664,2.4136016,1.3910291,1.0725143,1.227417,0.8264969,0.47352484,2.6824272,-0.01612781,0.54963744,1.3954928,1.1877358,0.48248214,0.8203154,0.049935095,0.45833448,0.6384302,0.8744682,0.3957404,1.9343818,0.065480426,0.393557,0.26411566,0.86724997,0.26926008,0.74211997,1.5301355,2.0671113,1.2253306,0.91857934,0.40730026,1.8814082,0.3087955,1.1741942,0.47724685,1.0647789,0.56237715,0.4209583,0.32650542,0.1823724,1.3164089,B
0.763815,1.9631643,1.781112,0.8030149,2.4354358,0.025229713,2.3467581,1.7858319,0.44516528,0.042722665,2.0950413,1.962367,1.0491288,1.0063492,2.3220751,0.38981718,1.5585693,0.89970577,0.15109672,0.28555033,1.1783518,2.3781319,0.5084731,0.31944123,0.7966628,1.3497825,0.3083971,1.57356,0.7020985,0.37350243,0.16570969,1.4072903,2.3860874,0.98049533,1.4221823,-0.02015605,1.0880176,0.25952497,0.48880404,1.3362582,1.923286,2.7313275,1.5676813,1.5456765,0.29058915,1.3206025,0.07467222,0.42710462,0.78463215,2.5523937,1.4398502,1.077627,1.2222551,0.9357247,0.37553293,2.715917,0.09931049,0.48750708,1.4109237,1.2214079,0.34879124,0.7728252,0.09392927,0.44118,0.69442743,1.0022608,0.5295631,2.0584388,0.1602814,0.38047135,0.22326684,0.8423926,0.40631932,0.85530204,1.5110663,2.0419822,1.3876271,1.0198338,0.4678876,1.7023077,0.29946733,1.2521064,0.51308197,1.0603094,0.3309859,0.34484777,0.43990186,0.058731813,1.2754642,B
