SLC4A1,ALOX5,DDX11,NRXN3,CD44,KITLG,ASPM,STAG3,FCGR2B,GLI2,ARHGAP15,SPAG5,ICAM1,APOL1,CORO1A,CD33,ZNF85,NSUN5P2,BMPR1A,AREG,VNN2,KLHL24,VIPR1,LCT,LEPR,NEK2,PCDHB14,KIF18A,RIBC2,APOE,FXYD2,CELSR2,AFF3,GZMA,SCML4,NLGN4X,TMEM236,FCGR1A,DIXDC1,SEC24D,CD96,MSI2,GRAP,OBSCN,AGAP1,NCF1,DDR2,FCGR3B,KIF26B,EBF1,GALNT10,DEFA4,GKAP1,NCF1C,JAM3,PRKCB,AR,RNASE3,HIC2,MYO7B,GYPA,CD8B,CSPG4,NCKAP5,TIGIT,NCF1B,GTF2H2C,FMNL1,RGPD2,PRAME,PCDHB13,FAM72B,GRAPL,FAM72A,ZNF138,ARHGAP11A,FCGR3A,MICA,LILRB3,HCP5,SNORA12,DDX12P,FAM72D,RPL23AP53,HAR1A,ZNF492,FCGR2C,GYPB,ZNF850,Cell_type
1.1150783,2.2221713,1.6274962,0.7507006,2.4153378,0.03736367,2.3698816,1.3753947,0.28300908,-0.021792611,2.022752,2.063877,1.3053261,0.74570656,2.1589878,0.43661067,1.7374438,0.4535984,0.008413987,0.40085676,1.0505118,2.2985826,0.5453272,0.8039657,0.7616499,1.4579778,0.5394613,1.6399499,0.65653294,0.73784167,0.11452956,1.3447688,2.2737753,0.76178485,1.139497,0.0507975,1.3422458,0.41095293,0.46793905,1.3959647,1.418647,2.4195242,1.5339597,1.2254819,0.10309179,1.0571458,0.09902385,0.5145711,0.17202915,2.1531403,1.3491019,1.3368381,1.0925081,0.68628883,0.3829834,2.5857127,-0.12662625,0.83299416,1.4773052,1.1501042,0.5462139,0.5409038,0.27305084,0.48994043,0.50487643,0.923623,0.48256123,2.0696898,0.09723857,0.37454724,0.41820288,0.8051568,0.50869805,0.8343808,1.6587068,2.0385032,1.1746249,0.9140966,0.40880832,1.9007168,0.22713467,1.2298998,0.6349802,0.96082646,0.44447398,0.6855035,0.31536677,0.19889855,1.494083,B
1.4794042,2.471253,1.732581,0.91748714,2.280855,0.001750132,2.1690106,2.2272449,0.2681701,0.083232075,2.1019738,1.9806546,1.3867333,1.0231308,2.24504,0.38587794,1.3953406,0.92551994,0.05903636,0.34920862,1.2011304,2.4902763,0.5427015,0.36417824,0.7237752,1.1618243,0.36553273,1.4102575,0.62890565,0.3301076,0.23827837,1.7957087,2.4746783,0.7631827,1.3120693,-0.13280526,0.94808507,0.23715888,0.23915572,1.4739492,1.3120729,2.675807,1.7435316,1.7576059,0.25590098,1.564435,0.102510214,0.49038196,0.8480023,2.929655,1.5590993,2.0212207,1.2998056,1.153449,0.45455515,2.8455977,0.053865865,0.7240601,1.5019011,2.0569878,0.85625684,0.5690921,0.15215944,0.006435662,0.41002873,1.1170235,0.59864074,2.3321285,0.24229912,-0.030486533,0.3027515,0.6373653,0.6424205,0.77548784,1.4889792,1.7216014,1.0578591,1.1057255,0.47278497,2.0161712,0.5135328,1.2747461,0.38015506,1.1214762,0.34629336,0.7005707,0.42366022,0.2365451,1.3260471,B
0.48566937,1.9575075,1.8944845,0.90267724,2.6627598,0.05011934,2.2336094,1.1618758,0.35553294,0.067139454,2.042393,2.1537879,1.4699196,1.1308767,2.2041504,0.32750294,1.5741378,0.9333422,0.08656308,0.3344801,0.96224135,2.3498187,0.31395003,0.67041,0.7778198,1.3082755,0.766661,1.5872952,0.6989773,0.56987685,0.09561775,1.3118871,2.3966577,1.0922593,1.4789376,0.16417265,0.9990581,0.40738449,0.55626124,1.3680751,1.9807807,2.7521973,1.519735,1.8676195,0.70979726,1.0980763,-0.024843832,0.046761774,0.54906094,2.3344257,1.5852019,0.59641796,1.308007,0.7314783,0.7766985,2.8433902,0.14715487,0.13533968,1.6323161,1.2197505,0.4282502,0.62464625,0.25261533,0.23419294,0.6419073,0.8021809,0.4974036,2.197955,0.23900236,0.6425991,0.77689505,0.6121086,0.4474944,0.7070089,1.5955719,1.8668344,1.2251408,0.88744265,0.49598727,1.6436983,0.24882987,1.6963058,0.32245725,0.97378176,0.19058558,0.7361152,0.2794305,0.040168602,1.5531577,B
1.0274955,2.498491,1.4644511,0.96189386,2.1618352,0.038023513,2.1925526,2.1518683,0.46498057,0.28179723,2.2625887,1.780091,1.2980816,1.1710663,1.923155,0.39079857,1.6306099,0.7140694,0.18414006,0.490315,0.75769496,2.8584077,0.28312537,0.5362536,0.67154115,1.0411346,-0.045610536,1.5456401,0.60005003,0.14473295,-0.32331747,0.5528235,2.2062485,0.95823747,1.0088935,-0.11271771,1.6375732,0.32850364,0.29175824,1.1600522,1.3466518,2.56896,1.7486202,1.1103634,0.13209583,1.2142324,0.14162949,0.38315624,0.80102277,2.5997763,1.0737898,1.3514929,1.4604611,0.61259663,0.38007975,2.913191,-0.10534975,0.8193379,1.2217215,1.3808436,0.92525965,0.44307697,-0.14538494,0.021056443,0.5737855,0.8958313,0.59223115,1.8095865,0.74178463,0.07318779,-0.016466085,0.4797844,0.6184634,0.85744894,1.5733333,1.77289,1.0014111,1.0913869,0.39261138,2.1353676,0.4793915,0.7802039,0.54316866,1.6763661,0.031136787,0.937388,0.4455303,0.15508832,1.1976168,B
1.0315657,1.6280291,1.9056603,0.48762545,1.9865186,0.116243094,2.2150583,2.6179318,0.2879457,-0.022130338,2.2218487,2.0745244,1.4274083,1.2083809,2.2835789,0.21955428,1.5143521,0.97084093,0.12293704,0.53325176,1.0689408,2.4025464,0.039675288,0.21814723,0.8994815,1.4619434,0.3505319,1.7062106,0.881275,0.87814754,0.38366434,1.1578852,2.2381978,1.5166271,2.1832871,0.43807673,0.9002627,0.45919627,0.83665204,1.0887256,1.7291242,2.6141944,1.6190163,1.8159088,1.1801856,1.1927599,0.11737731,0.2538855,1.5937948,2.6193154,1.5216268,0.31293538,1.1909325,0.7957765,0.5153725,2.6890123,0.4330778,0.29695627,1.3538319,1.2328668,0.538192,1.2508976,0.13001277,0.9903863,1.0697293,0.75998527,0.47345865,2.028807,0.043381196,0.4891992,0.277101,0.8645653,0.63647187,0.84189767,1.6879638,2.0110137,0.99223727,0.7606558,0.3820451,2.415249,0.37697384,1.327996,0.6910383,1.0887276,0.2886655,0.95344484,0.2078202,0.2864175,1.4420911,B
0.99447125,2.0110486,1.9321297,0.51200205,2.5996783,0.12750392,2.1026697,1.9616524,0.45519426,-0.035419784,2.1283436,1.9532757,1.0976019,1.3624619,2.4224832,0.52166444,1.4366124,1.0435021,0.41177225,0.2515706,1.23709,2.1956878,0.44697753,0.31504366,0.93492496,1.4269935,0.6014932,1.3914906,0.7272471,0.83642274,0.16042913,1.6475246,2.4797215,1.4450624,1.5787072,-0.33968154,0.59497654,0.40404105,0.8252218,1.1989533,1.9994967,2.6840072,1.6293993,1.8789607,0.8073803,1.396613,0.15190259,0.25092185,0.9605932,2.2160022,1.687167,0.5577716,1.1825211,0.84683067,0.21085668,2.703652,0.23315583,0.23700407,1.3760977,1.145858,0.5643428,0.9130953,0.08781413,0.84124446,0.9702931,0.80205,0.5578441,2.1411695,0.014145819,0.698292,0.536322,0.91563374,0.4074043,1.0123906,1.5017159,2.1422453,1.5184914,1.0427536,0.47467753,1.9301753,0.13364226,1.3669115,0.83843756,0.84426767,0.45338407,0.51049453,0.4140269,0.2095613,1.4440727,B
0.8452732,1.6329383,1.7284188,0.763702,2.3253193,0.041718304,2.1860802,2.1446638,0.12741463,-0.039416052,2.1149127,1.9838789,1.0825156,1.084814,2.421359,0.36826667,1.5221626,0.9693643,0.17186537,0.22465183,0.742389,2.2755363,0.44196403,0.23003086,0.75093055,1.3872868,0.32062668,1.48611,0.78974575,0.25545895,0.16628844,1.5464132,2.4372966,0.72047746,1.9365982,-0.0074337358,0.4697363,0.120119825,0.51763946,1.28464,1.729649,2.7254558,1.5846407,1.4337757,0.025156569,1.2790139,0.020867134,0.31798914,0.81119686,2.4811656,1.5438284,0.47743222,1.1881746,0.96956897,0.13414109,2.6803758,0.25615406,0.28763255,1.4910109,1.7165165,0.26768064,0.5496268,0.1735355,0.84480447,0.5472489,0.93473035,0.45234,2.0372002,-0.040797923,0.31090912,0.21486697,0.86936545,0.41402432,0.8774516,1.6113361,2.05555,0.8428799,1.0567843,0.31264958,2.0560648,0.3294629,1.1758107,0.6218465,0.92574257,0.34098732,0.34445152,0.12890422,0.18580593,1.2362268,B
0.94311816,1.6495682,1.8993527,0.38699034,2.2597291,0.047630474,2.508059,1.6108257,0.13397487,-0.06787659,2.2063158,2.1417708,0.8211327,1.1744752,2.317662,0.30732867,1.7013564,1.0999815,0.16378805,-0.17437032,0.6932122,2.5008068,0.0072204983,0.38761017,0.9231739,1.420574,0.8968901,1.7180617,0.7980195,0.5958884,0.4797988,1.4505783,2.3131146,0.9697297,1.4922043,0.34512094,0.8111828,0.3050539,0.43490198,1.4407698,1.8709188,2.767292,1.6325753,1.8031243,0.50409627,1.2121661,0.0430151,0.2609059,0.74994,2.756371,1.5821526,0.9801767,1.3494983,0.8646248,0.5818663,2.8349457,0.19156283,0.48952785,1.4532187,1.4660177,0.8074918,0.48378748,-0.118090324,0.7603008,0.4867162,0.82414126,0.5367701,2.2114742,0.23574893,0.17679709,0.794113,0.9425301,0.5548782,0.82917917,1.6608003,2.0733557,1.0363637,0.9652393,0.3797232,1.1127101,0.026429065,1.4116876,0.4607892,0.9862471,0.18277946,0.9156189,0.29066667,0.25048864,1.4819366,B
0.45690143,2.4367998,1.8456789,0.646706,2.6173453,0.03198289,2.1203887,1.9741993,0.4292733,0.0322963,2.0935087,1.9953856,1.4653946,1.0419327,2.5780976,0.6209569,1.4139154,0.9627719,0.23709144,0.12156599,1.3087828,2.348434,0.6299747,0.21795881,0.7251441,1.3008425,0.33163998,1.3633344,0.7530058,0.6544329,0.46670723,1.7366543,2.5299096,1.0827384,1.3541899,0.44907734,0.96581113,0.47042322,0.55411965,1.3371661,1.9874095,2.752919,1.7421842,1.5901834,0.22314109,1.817814,0.074178,0.9513842,0.22353332,2.7140708,1.7749329,1.1058536,1.0490651,1.2856716,0.21735555,2.8008084,0.14649273,0.5252945,1.4751425,1.355903,0.1892419,0.9042499,0.3473592,0.89455503,0.86031693,1.3488228,0.48348448,2.587611,0.10619682,0.33264962,0.26689562,0.84689057,0.4501792,0.8824862,1.3381617,1.9640068,1.8511719,1.1168327,0.87282944,2.1054115,0.41931605,1.5336349,0.50126886,0.72874343,0.2981812,0.6301295,0.72112465,0.0034206393,1.4718839,B
1.1232558,1.523417,1.8338974,0.9858455,2.3734238,0.112708196,2.4728918,1.7219292,0.43123072,-0.0029764685,2.1189346,2.1220639,0.9675446,1.2307259,2.2178648,0.12243781,1.6654701,1.1444526,0.082482204,0.16756982,0.50930727,2.4773762,0.12827949,0.27286807,1.0176092,1.3883393,0.81754476,1.6548246,0.6275398,0.553572,0.17182723,1.3298383,2.0268548,0.9393355,1.6096238,0.40277293,1.1048529,0.16811334,0.4470177,1.190933,1.939995,2.5714452,1.5487459,1.7037024,0.48081756,1.0049126,0.09868186,0.07563671,1.4186089,2.6754103,1.6448162,0.5001503,1.3463736,0.63905686,0.45699656,2.8191524,0.14780942,0.22014737,1.4822532,1.4176111,0.75871664,0.71127516,-0.045235477,0.92163044,0.66206497,0.6575943,0.3102184,2.1770597,0.018509982,0.66388553,0.92468804,0.78544116,0.5308097,0.7945263,1.6732665,2.058052,1.0279517,0.9398814,0.24598053,1.5907723,0.36931968,1.36931,0.41760355,1.0335488,0.18977883,0.9745193,0.41376755,0.272219,1.5437515,B
1.0804477,1.7924093,1.8239731,1.1362005,2.451008,0.05369957,2.212801,2.122366,0.38171628,-0.043685727,2.0755353,1.9933711,1.341974,1.0589283,2.3658483,0.19957384,1.421789,1.2347242,0.14992623,0.1257211,0.870835,2.3355289,0.45904595,0.30446336,0.8872049,1.12706,0.24657284,1.4552779,0.6123817,0.42410427,0.15637036,1.2544132,2.234073,0.86508864,1.8506044,0.5098304,1.2937738,0.15630206,0.44407102,1.3384812,2.061791,2.5688028,1.575914,1.7297736,-0.015607762,1.2329494,0.073223434,0.52607816,0.86943203,2.1992986,1.5284977,0.58596146,1.2906686,0.6956895,0.5008282,2.597149,-0.0002584003,0.38316807,1.3378795,1.5653988,0.51159537,0.81776994,0.031598426,0.2021599,0.56643647,0.9381703,0.31535208,2.3333285,0.19989753,0.06265601,0.22562906,0.6354819,0.42910954,0.44259027,1.6427481,1.8069625,1.3569021,1.0739788,0.52393174,1.5657212,0.5887766,1.3810202,0.21174979,0.9128892,0.40590292,0.59761006,0.47194323,0.14447205,1.3528953,B
1.0561848,1.87989,1.6521362,0.96637505,2.9001937,-0.017509734,2.3623657,1.3093463,0.51137656,-0.029489307,2.0328894,2.0868676,1.4738023,0.9891549,2.3564007,0.20968953,1.6108116,0.778736,0.073407024,0.2969199,0.94873095,2.2496123,0.62114334,0.33031294,0.6844784,1.3030474,0.41653055,1.4779832,0.61609685,0.39894888,0.121196605,1.5213497,2.4673302,0.6784375,1.4042976,0.34110183,0.8743488,0.39356408,0.5231699,1.440356,2.024644,2.5871644,1.562211,1.7533346,-0.07731418,1.6289126,0.086414196,0.29312587,0.45719987,2.3922148,1.5681688,1.3623345,1.1944865,1.1559571,0.45957074,2.7295716,0.17289327,0.55226606,1.4771363,1.2047471,0.53981,0.66282463,0.23404622,0.6658433,0.4224723,1.2201312,0.43429288,2.2191443,0.25620797,0.56841546,0.28697258,0.6873961,0.4583252,0.87199974,1.558333,1.8962901,1.1893208,1.0546051,0.5756772,1.8627836,0.2391854,1.1347541,0.4437364,1.2207341,0.5546785,0.6635914,0.35402423,0.08274202,1.3488959,B
0.23307002,1.947072,1.8807406,0.19183919,2.008172,0.09893087,2.3099585,1.6705208,0.50802636,0.110018745,2.1728458,1.889229,0.73057014,1.3204232,2.402686,0.77896595,1.4420017,1.0564862,0.50632423,-0.14025936,1.4823409,2.3351176,0.39318278,0.3318306,0.7196656,1.3916997,0.5040284,1.5172297,0.64232504,0.3099189,0.24353817,1.2930766,2.2245917,1.2431289,1.542915,1.2500364,0.08045692,0.44831553,0.8714383,1.355679,1.6988637,2.5757477,1.6989235,1.7651033,0.23090686,1.5935014,0.16105708,0.23078483,0.90274006,2.4051137,1.4603051,0.2810847,1.2749046,1.2190888,0.5769163,2.65893,0.3031743,0.18942684,1.2876368,1.3035096,0.34344214,0.94574606,0.21063426,0.18730551,0.74289197,1.099918,0.6138965,1.9487494,0.30130672,0.58535343,0.41233402,0.8992622,0.27667275,0.94529015,1.4753939,2.0035522,1.0366416,1.1500138,0.22166038,1.5176969,0.15851659,1.0977385,0.8104623,0.84252936,0.5261471,0.3206654,0.10072801,0.19304007,1.1573693,B
0.7907931,1.7132993,1.8568747,0.93189436,2.8072174,0.10424226,2.5416076,1.9085054,0.25078404,-0.045288503,1.9760203,2.0173411,1.1257024,1.0951431,2.3818214,0.5138343,1.5703446,1.1534579,0.3983856,-0.20566818,1.1577423,2.196096,0.7341974,0.20929293,0.74616325,1.4147136,0.6541198,1.6902039,0.5037743,0.7959372,0.31743982,1.6904682,2.4780753,1.2490407,1.727458,-0.30767587,1.0759428,0.3650779,0.6224722,1.2221283,2.025049,2.8159277,1.3182856,1.973804,-0.1574593,1.0129331,0.13574809,0.27677405,1.0816948,2.2673664,1.5635271,0.81282395,1.2807637,0.44107142,0.4714165,2.542401,-0.008538096,0.2718838,1.6671019,0.8485318,0.4028084,0.9497326,0.49083668,0.6454899,0.8366385,0.6121345,0.57643604,2.1782236,-0.02192566,0.6438057,0.5530346,0.96956885,0.13394661,1.1635406,1.4131407,2.1303816,1.4210325,0.86339414,0.4735791,1.5547209,0.15291208,1.4190229,0.8790899,0.9548605,0.72224003,0.2876564,0.4151957,-0.028205018,1.5654545,B
